Code,Region,Low_SES_Percent,Internet_NoAccess,Housing_Unsuitable,Unemployment_Rate,Education_Level_Low,English_Proficiency_Low,Aboriginal_Percent,Senior_65Plus_Percent,Elderly_70_PermInstitution,Year
PHA010013,WYONG,0.0,21.92870783,5.413625304136254,10.23,10.6,15.27415144,7.997781475318913,17.08236337434874,0.0,2017-2018
PHA010014,BAULKHAM HILLS AREA,0.0,6.151220598,3.658280187819749,5.14,42.3,14.07085146,0.5363073332734943,14.032725069018923,6.504961411245866,2017-2018
PHA010015,CASTLE HILL/ GLENHAVEN,0.0,6.04342047,2.7315010570824523,4.95,42.2,15.78157253,0.4455012572428118,16.424366872005475,3.614457831325301,2017-2018
PHA010016,CHERRYBROOK/ WEST PENNANT HILLS,0.0,6.754966887,1.831471057716542,5.14,51.2,11.68857989,0.2994947653523621,17.326784136389627,17.56982075864944,2017-2018
PHA010017,KELLYVILLE,0.0,3.589428396,2.064965197215777,4.64,40.0,11.54926751,0.4303917581672766,9.255264509501798,10.747185261003072,2017-2018
PHA010018,DURAL - WISEMANS FERRY,0.0,8.737614207,3.3964095099466274,3.43,29.1,11.04680423,0.8846609416641991,17.897769242133254,5.120990433314575,2017-2018
PHA010019,HAWKESBURY,10.94391801,10.51234404,4.002007276376866,3.74,17.7,9.259259259,3.3041826599659685,13.598251539837076,1.2575888985255854,2017-2018
PHA010020,ROUSE HILL - MCGRATHS HILL,0.0,6.398556876,2.906512185377547,3.82,28.8,10.2556898,1.4271538641139387,9.286699333939731,0.0,2017-2018
PHA010021,BLACKTOWN (EAST) - KINGS PARK/ BLACKTOWN (SOUTH),0.0,13.87341049,12.60438413361169,7.77,27.3,15.00814185,1.7178541742151368,11.646091409387417,8.101968702675416,2017-2018
PHA010022,BLACKTOWN (NORTH)/ DOONSIDE - WOODCROFT,0.0,14.72275335,10.473554275454475,8.01,27.1,11.77119445,3.684964200477327,11.280974981516373,5.510585305105852,2017-2018
PHA010023,LALOR PARK - KINGS LANGLEY AREA,100.0,13.75981465,7.771339824383252,6.45,26.0,14.64121357,2.1931824941997657,13.24232623663168,2.800589597810065,2017-2018
PHA010024,GLENWOOD/ PARKLEA - KELLYVILLE RIDGE,0.0,3.873505825,3.38639854768887,5.22,40.2,9.279382328,1.2045567112431896,6.380823767724511,4.037685060565275,2017-2018
PHA010025,QUAKERS HILL - ACACIA GARDENS,0.0,5.697969543,5.439677648731927,5.88,33.9,9.700889248,1.6673297406777825,7.240526583751546,8.545727136431784,2017-2018
PHA010026,RIVERSTONE - MARSDEN PARK,0.0,12.55060729,5.424445227192674,5.39,25.5,11.17087298,3.329403177811465,9.84742636785335,0.0,2017-2018
PHA010027,MOUNT DRUITT - NORTH WEST,0.0,22.73853779,12.13784198208377,12.09,10.8,13.45417173,10.576421167756209,11.02203911446441,0.0,2017-2018
PHA010028,GLENDENNING DEAN PARK/ HASSALL GROVE - PLUMPTON,100.0,8.636596617,10.83623693379791,7.2,22.8,10.12417155,2.917222963951936,6.9023286982744185,12.344777209642077,2017-2018
PHA010029,MOUNT DRUITT - WHALAN,0.0,19.06496661,15.99610190728108,11.3,20.5,16.65373675,4.638100506361431,10.170216405782226,0.0,2017-2018
PHA010030,PROSPECT RESERVOIR/ ROOTY HILL - MINCHINBURY,100.0,10.56741281,10.457619122503536,6.99,24.1,11.34586084,2.08029197080292,11.326666973872172,28.26766729205753,2017-2018
PHA010031,BOTANY AREA,0.0,12.13646532,9.076305220883532,3.93,27.8,12.13768116,3.190928270042194,11.78055990262563,12.701829924650164,2017-2018
PHA010032,BOTANY - NORTH,68.21217965,16.41000962,14.587087087087086,6.23,33.2,16.1558181,1.7644546473760077,12.976876310829107,1.5122873345935728,2017-2018
PHA010033,MARRICKVILLE,100.0,14.02862555,10.622489959839356,5.56,41.0,26.77595628,2.023421552125488,12.93869073198682,9.55803090190442,2017-2018
PHA010034,PETERSHAM - STANMORE,0.0,10.37882719,5.958717382837856,4.33,49.1,17.01471286,1.6633867491331646,10.035657314441211,5.319822672577581,2017-2018
PHA010035,SYDENHAM - TEMPE - ST PETERS,0.0,11.84022825,9.357734806629834,4.55,38.8,22.25085911,2.089624350767001,9.884836852207291,0.0,2017-2018
PHA010036,SYDNEY INNER CITY - NORTH EAST,0.0,10.78368174,7.177951429507276,4.44,48.9,13.96770368,1.4764693618392373,10.45327701938306,10.62962018863115,2017-2018
PHA010037,SYDNEY INNER CITY - SOUTH WEST,0.0,6.610634239,7.024793388429752,5.01,55.1,11.65261578,1.4762516046213094,5.701583518573687,0.0,2017-2018
PHA010038,GLEBE - FOREST LODGE/ PYRMONT - ULTIMO,52.47280041,9.273776967,14.422616195495928,7.14,52.1,16.1200667,1.6635565063037638,8.9371050664734,0.0,2017-2018
PHA010039,REDFERN - CHIPPENDALE/ WATERLOO - BEACONSFIELD,100.0,12.79355065,13.19378913957279,7.23,47.7,17.50176723,2.307431286053614,8.347051906601713,1.5859766277128546,2017-2018
PHA010040,SYDNEY - HAYMARKET - THE ROCKS,0.0,7.596432793,33.555464424851344,6.59,46.0,22.80881909,0.3036847077878256,6.840173506840173,0.0,2017-2018
PHA010041,BONDI BEACH AREA,0.0,8.585346052,6.678093932122044,3.74,51.2,7.856956408,0.4855055385340561,10.507314328582146,4.290635765737551,2017-2018
PHA010042,BONDI JUNCTION AREA,0.0,9.21664085,5.79726148409894,3.89,53.6,10.419138,0.4594004823705064,17.790211934235238,9.743306651945902,2017-2018
PHA010043,DOUBLE BAY AREA,0.0,6.863050383,3.6786121311890594,3.42,56.6,7.337829159,0.4319906596614127,16.73458047786627,2.535313292285404,2017-2018
PHA010044,DOVER HEIGHTS/ ROSE BAY - VAUCLUSE - WATSONS BAY,0.0,7.195338232,3.75,4.24,52.1,7.61990139,0.3735679893740661,16.174466151749208,4.88135593220339,2017-2018
PHA010045,COOGEE - CLOVELLY,0.0,10.40426842,4.972660682967089,3.74,50.6,9.622383985,1.1759964830011724,11.762122598353155,1.4595496246872393,2017-2018
PHA010046,KENSINGTON - KINGSFORD,51.17255404,10.81081081,16.764132553606238,10.85,52.3,12.7822916,0.8152343020723131,9.730283373164902,4.059539918809202,2017-2018
PHA010047,MALABAR - LA PEROUSE - CHIFLEY/ MAROUBRA,63.4401725,14.77297415,7.326410740507656,5.12,35.3,14.16236824,3.469741633431594,16.336189028603012,5.737475510775259,2017-2018
PHA010048,RANDWICK,0.0,9.001766784,7.270172973922205,3.94,52.0,10.38925439,0.6979376257545271,12.0593225664551,16.942003514938488,2017-2018
PHA010049,BANKSTOWN,0.0,17.48236803,21.68063950087736,11.02,23.6,25.02826515,0.4299353614422107,10.989888238424694,6.10658771280533,2017-2018
PHA010050,BASS HILL - GEORGES HALL/ CONDELL PARK,0.0,18.67733333,11.51283558690966,8.78,16.0,18.37961044,0.8901991387034307,14.719477667995609,10.526315789473683,2017-2018
PHA010051,GREENACRE - MOUNT LEWIS/ YAGOONA - BIRRONG,1.891948707,18.62317176,14.633629817873784,9.23,18.9,19.29190751,0.7563294948441199,12.877263581488934,7.396449704142012,2017-2018
PHA010052,PADSTOW,100.0,16.18022619,6.499312242090784,6.25,25.6,19.56817152,1.140017538731365,17.293675052903833,9.280742459396752,2017-2018
PHA010053,PANANIA - MILPERRA - PICNIC POINT,0.0,14.95215311,4.35278030993619,5.22,23.2,15.26620534,1.883112011403706,14.74623030119799,0.0,2017-2018
PHA010054,REVESBY,100.0,16.6277713,7.853403141361256,6.38,24.2,19.41651324,1.1109790874524714,15.363095238095235,11.67192429022082,2017-2018
PHA010055,BELMORE - BELFIELD/ CANTERBURY (SOUTH) - CAMPSIE,0.0,16.92985215,17.84752849533192,8.24,26.6,26.94371939,0.7366269428053531,13.355512393992422,7.14422158548233,2017-2018
PHA010056,KINGSGROVE (NORTH) - EARLWOOD,100.0,17.60806152,7.14196058742312,4.95,28.4,18.45986258,0.9660678642714572,18.289757735668022,2.418246771090959,2017-2018
PHA010057,LAKEMBA - WILEY PARK/ PUNCHBOWL,0.0,17.68702404,25.456802040957044,11.84,25.8,20.84239282,0.410803945305523,9.771523440588188,5.29475982532751,2017-2018
PHA010058,ROSELANDS,0.0,17.33589805,10.46195652173913,7.28,22.8,17.34591195,0.8007731602926964,14.379222972972974,3.7869062901155326,2017-2018
PHA010059,HURSTVILLE/ NARWEE - BEVERLY HILLS,0.0,13.1922519,16.96375074895147,8.85,35.7,25.511805,0.565651394932173,13.654228982696138,7.372116349047141,2017-2018
PHA010060,MORTDALE - PENSHURST/ PEAKHURST - LUGARNO,0.0,13.65047995,8.018586126783935,5.35,33.5,17.28234639,0.8328142662698688,16.813098120604174,8.434830030903472,2017-2018
PHA010061,SOUTH HURSTVILLE - BLAKEHURST AREA,65.61443681,10.50337578,10.299419971782411,6.41,40.1,20.12544014,0.5004978774697343,15.386615360615671,5.170821791320406,2017-2018
PHA010062,RIVERWOOD,0.0,23.83354351,13.45622119815668,9.82,25.8,30.37416418,0.7884813164209805,16.555783009211872,0.0,2017-2018
PHA010063,ARNCLIFFE - BARDWELL VALLEY/ ROCKDALE - BANKSIA,51.79093302,12.31054978,19.84671776074642,7.03,38.5,16.86286739,0.7278682558456919,11.288017962849562,9.506849315068491,2017-2018
PHA010064,BEXLEY/ KOGARAH,100.0,13.51664734,15.824992417349105,6.8,35.0,16.46532823,0.5304706355591311,13.953546830224726,17.520741825280624,2017-2018
PHA010065,KINGSGROVE (SOUTH) - BARDWELL PARK,100.0,16.3623258,8.239022181982799,5.76,29.7,18.81507552,0.9399202947590044,17.715617715617714,0.0,2017-2018
PHA010066,KOGARAH - ROCKDALE - COAST,100.0,16.75598428,8.497438816163916,5.42,29.3,15.30339421,0.9800280597507632,17.443761511558122,1.3043478260869563,2017-2018
PHA010067,CANADA BAY - WEST,0.0,9.058787694,10.785442819302084,5.93,46.6,18.14681836,0.5329902591435398,12.506656835033386,5.228899978303319,2017-2018
PHA010068,CANADA BAY - EAST,0.0,12.54234944,4.275890243072104,3.84,41.8,15.25407838,0.5984939537393608,17.2393495695681,7.712516419590917,2017-2018
PHA010069,BALMAIN/ LILYFIELD - ROZELLE,0.0,8.060475162,3.740020826102048,3.89,53.3,11.78408515,1.0479568037317486,12.655542538707532,4.086799276672695,2017-2018
PHA010070,LEICHHARDT - ANNANDALE,0.0,8.904390644,5.311708058793715,4.16,51.7,12.61702128,1.5513991590546614,11.235111063418822,10.09963768115942,2017-2018
PHA010071,ASHFIELD,100.0,12.1930969,16.401828471919895,7.02,46.2,20.19494365,0.7696515080481325,13.70882868836484,22.544898739014137,2017-2018
PHA010072,BURWOOD - CROYDON,100.0,12.4715406,19.363933686703508,8.8,44.5,24.14866463,0.3952569169960474,13.018277367749914,6.514152772392399,2017-2018
PHA010073,CANTERBURY (NORTH) - ASHBURY AREA,62.23844458,14.489688,8.515790535768339,5.16,36.1,18.99661337,1.0044874007594062,15.358480099847457,4.804804804804805,2017-2018
PHA010074,DULWICH HILL - LEWISHAM/ HABERFIELD - SUMMER HILL,0.0,12.16074243,6.892413201885985,4.65,46.1,18.74182294,1.387440346386018,13.29765465134582,11.100417067693297,2017-2018
PHA010075,HOMEBUSH,100.0,8.743278231,22.645540324016377,7.97,46.1,20.45394095,0.2754013828665182,6.215615123492918,0.0,2017-2018
PHA010076,STRATHFIELD,0.0,9.849537037,18.801261829653,6.85,48.2,18.13093344,0.3395811832073775,13.01832530765115,8.861174926156876,2017-2018
PHA010077,CHATSWOOD AREA,0.0,7.598025623,12.07844381012792,5.67,55.8,19.79672822,0.1986461206148386,12.13960546282246,8.30841520717642,2017-2018
PHA010078,LANE COVE - GREENWICH/ ST LEONARDS - NAREMBURN,0.0,6.278219738,4.754133257645639,4.28,59.5,12.34830743,0.3865253673270875,13.347853939782192,4.940711462450593,2017-2018
PHA010079,WILLOUGHBY - CASTLE COVE - NORTHBRIDGE,0.0,6.77052127,3.4544159544159543,4.2,56.6,14.37293729,0.1987102579484103,15.61822125813449,8.938906752411576,2017-2018
PHA010080,ASQUITH - MOUNT COLAH/ BEROWRA - BROOKLYN - COWAN,0.0,6.313475029,3.0521924916064704,4.09,37.0,12.3765497,0.903877927884148,13.14802844214609,0.0,2017-2018
PHA010081,HORNSBY - WAITARA,36.77222291,9.230107527,10.525458248472503,6.17,50.0,18.41348917,0.4420786719595814,13.225468164794009,13.662420382165603,2017-2018
PHA010082,NORMANHURST - THORNLEIGH - WESTLEIGH,0.0,6.480218281,2.85667107001321,4.38,49.8,13.41623037,0.638108687692871,15.8978109816624,13.02013422818792,2017-2018
PHA010083,GORDON - KILLARA/ PYMBLE,0.0,4.937140954,4.098556733912766,5.61,62.5,15.885867,0.1659856996935648,15.488018702513152,4.531523642732049,2017-2018
PHA010084,LINDFIELD - ROSEVILLE,0.0,5.602129075,3.642682455914533,4.63,62.7,15.63995215,0.149526499418508,15.536559050543614,5.341657995143947,2017-2018
PHA010085,ST IVES/ TURRAMURRA/ WAHROONGA - WARRAWEE,0.0,5.858477971,2.1012317565469414,4.44,57.3,13.79593054,0.2769990095186933,19.82406744081436,6.055085199871396,2017-2018
PHA010086,CREMORNE - CAMMERAY/ NEUTRAL BAY - KIRRIBILLI,0.0,7.478014882,4.375231738969225,3.84,56.8,9.649122807,0.3058026044188476,15.678946431749422,4.208902600264434,2017-2018
PHA010087,NORTH SYDNEY - MOSMAN - WEST,0.0,6.23240538,5.186180725749071,3.59,59.9,10.35158986,0.4005910359546872,12.704221670369886,0.0,2017-2018
PHA010088,MOSMAN,0.0,7.20555962,3.005641357625081,4.1,57.4,9.245630175,0.2610707204230006,18.47095813337746,4.95475113122172,2017-2018
PHA010089,MANLY,0.0,7.68083036,4.029996739484839,3.74,52.9,7.571404428,0.4487107936153588,14.173000844557052,3.505111621114125,2017-2018
PHA010090,AVALON - PALM BEACH/ NEWPORT - BILGOLA,0.0,5.958371455,3.234960272417707,3.55,36.9,6.766917293,0.6060831412210902,18.44577600236721,1.855441705898643,2017-2018
PHA010091,BAYVIEW - ELANORA HEIGHTS/ WARRIEWOOD - MONA VALE,0.0,8.375964623,3.396830748482805,3.22,32.1,8.403361345,0.8486679483658336,19.64736207085664,7.666290868094701,2017-2018
PHA010092,DEE WHY - NORTH CURL CURL AREA,0.0,11.51236594,8.558872767857142,3.54,32.6,14.89931554,0.780712952960817,13.248491981756658,1.0055063442662198,2017-2018
PHA010093,CROMER/ NARRABEEN - COLLAROY,0.0,11.29508637,3.824804856895057,3.01,31.0,9.370955216,0.8205982041981329,18.95793726235741,14.437721677446277,2017-2018
PHA010094,WARRINGAH - SOUTH,0.0,9.437914582,4.956284773475645,3.5,42.6,11.45210425,0.5723969120692901,13.964361492385976,6.798206278026905,2017-2018
PHA010095,WARRINGAH - NORTH,0.0,6.128228364,2.273221666304112,3.94,37.4,9.626274066,0.4984444518783662,19.00607106127459,7.958950969213227,2017-2018
PHA010096,CAMDEN - ELLIS LANE/ ELDERSLIE - HARRINGTON PARK,0.0,11.12892578,2.3009330555303924,4.01,21.0,8.930232558,2.5107006406021086,13.448837807702205,14.361859638732602,2017-2018
PHA010097,MOUNT ANNAN - CURRANS HILL,0.0,6.743782533,3.4114669307802354,4.51,18.2,10.85794655,3.6857717617375294,6.6735077817684285,0.0,2017-2018
PHA010098,BRADBURY - WEDDERBURN/ HOLSWORTHY MILITARY AREA,0.0,16.72818792,7.407985028072364,9.15,11.4,14.68909582,7.688367566460073,11.742968589611989,0.0,2017-2018
PHA010099,CAMPBELLTOWN - WOODBINE/ ROSEMEADOW - GLEN ALPINE,0.0,16.16038882,6.585384210130202,7.87,16.8,12.95664392,4.7552552178141285,12.91255359457573,4.861111111111112,2017-2018
PHA010100,CLAYMORE - EAGLE VALE - RABY,0.0,13.4046465,7.840074964860221,6.89,12.6,13.19933692,5.032498566239725,8.614035923579017,0.0,2017-2018
PHA010101,INGLEBURN - DENHAM COURT/ MINTO AREA,35.42623154,14.23560032,7.9427699752774705,7.49,20.5,12.15645908,3.52188934151498,11.114367984550926,2.0958751393534003,2017-2018
PHA010102,MACQUARIE FIELDS - GLENFIELD,0.0,16.24720358,9.131948922997548,9.51,25.4,11.77541439,3.6005602702480024,11.859516055896782,23.550913838120103,2017-2018
PHA010103,BARGO/ PICTON - TAHMOOR - BUXTON,100.0,14.18805804,3.6944187887584112,4.83,13.5,12.27642276,4.281995661605206,14.506736201651456,6.070549630844955,2017-2018
PHA010104,DOUGLAS PARK - APPIN/ THE OAKS - OAKDALE,0.0,10.09694531,3.64673349464224,3.37,16.8,7.391673747,3.201496803700431,12.116636292632126,6.127450980392156,2017-2018
PHA010105,BLACKHEATH - MEGALONG VALLEY/ KATOOMBA - LEURA,29.6028112,14.70852018,2.5647668393782386,6.6,31.8,9.429429429,3.221462606173607,22.79991697799917,4.593639575971731,2017-2018
PHA010106,BLAXLAND - WARRIMOO - LAPSTONE,0.0,7.882004058,2.2896133434420016,4.02,35.9,8.517034068,2.26758535582065,15.68678057089764,0.0,2017-2018
PHA010107,BLUE MOUNTAINS - NORTH REGION,0.0,10.01417434,2.037957840184887,4.49,31.8,8.149171271,2.852054382180304,18.298160648415347,8.413414394979407,2017-2018
PHA010108,BLUE MOUNTAINS - SOUTH,22.336732411263792,100.0,4.734252993698596,7.119767441860464,0.0,13.277468275739654,4.232151922062791,50.0,0.0,2017-2018
PHA010109,CAMBRIDGE PARK/ CASTLEREAGH - CRANEBROOK,100.0,10.81566069,4.775687409551375,4.95,14.7,12.15572582,5.848126965262819,9.287534955084263,0.0,2017-2018
PHA010110,EMU PLAINS - LEONAY/ JAMISONTOWN - SOUTH PENRITH,54.86338104,13.32526306,3.316394757956673,5.03,16.6,12.21402214,4.094707520891365,15.485271317829458,5.338809034907597,2017-2018
PHA010111,GLENMORE PARK - REGENTVILLE,0.0,6.201794428,3.061683926159388,3.97,20.3,7.813021703,2.9298132646490664,7.433579589776534,0.0,2017-2018
PHA010112,KINGSWOOD - WERRINGTON/ PENRITH,0.0,18.39276574,5.708709441327153,8.11,19.1,12.15606347,5.279649994087738,13.129310089679464,12.878079201746182,2017-2018
PHA010113,PENRITH - SOUTH,0.0,10.61426218,3.8716814159292032,3.87,16.3,7.556935818,2.8400105429625726,11.24695983698153,0.0,2017-2018
PHA010114,RICHMOND - CLARENDON/ WINDSOR - BLIGH PARK,0.0,16.99487987,4.041070082893746,5.55,14.2,11.68699187,5.987244131298628,14.580684023827054,12.275641025641026,2017-2018
PHA010115,YARRAMUNDI - LONDONDERRY,100.0,11.88178528,8.194070080862534,3.55,7.9,11.5625,8.15145937417828,10.39936733886912,0.0,2017-2018
PHA010116,ERSKINE PARK/ ST CLAIR,75.54585153,8.12788906,6.09537468626748,5.07,14.4,11.16975992,3.2626667156556564,8.056503040189826,0.0,2017-2018
PHA010117,ST MARYS - COLYTON,0.0,21.78591237,9.21134340716208,9.24,11.4,12.67879461,6.023079088094567,12.560182744684589,8.813021040095276,2017-2018
PHA010118,AUBURN,0.0,14.14701803,31.983137829912025,12.75,24.6,28.80942842,0.1875064214527894,8.54948893112127,7.996702390766694,2017-2018
PHA010119,HOMEBUSH BAY - SILVERWATER,0.0,5.919897878,9.992313604919293,5.56,41.6,18.86191365,2.8095627298733143,4.970909462080229,0.0,2017-2018
PHA010120,LIDCOMBE - REGENTS PARK/ ROOKWOOD CEMETERY,0.0,13.72488725,19.72349402998474,9.12,28.1,29.54715938,0.40645816868014,10.538753692502462,2.191679049034175,2017-2018
PHA010121,CARLINGFORD,0.0,7.742159472,6.820858764321662,6.54,46.3,20.56267003,0.2852715362400507,16.058599802789125,1.7871872422326092,2017-2018
PHA010122,ERMINGTON - RYDALMERE/ OATLANDS - DUNDAS VALLEY,100.0,13.40537154,6.543832711852014,6.61,33.5,22.24557522,1.0200049394912325,12.958386873579125,4.314329738058552,2017-2018
PHA010123,CHESTER HILL - SEFTON,0.0,20.95842956,15.86377271925181,10.03,15.7,23.85199576,0.8335069806209627,13.00629590766002,5.329153605015674,2017-2018
PHA010124,FAIRFIELD - EAST,0.0,24.52651515,19.192348565356003,11.58,12.6,28.52355241,0.9782540968284628,13.930628600050088,19.28616155291171,2017-2018
PHA010125,GRANVILLE - CLYDE/ GUILDFORD - SOUTH GRANVILLE,0.0,18.98524146,20.074261336704065,11.02,20.5,21.73289492,0.7810720954593068,9.862374834255409,1.7117958294428883,2017-2018
PHA010126,GREYSTANES - PEMULWUY,0.0,11.99259716,5.171608685500817,5.64,24.0,11.79929439,1.2019054598754122,15.393061045234957,7.729782396882104,2017-2018
PHA010127,GUILDFORD WEST/ MERRYLANDS - HOLROYD AREA,0.0,18.74501462,16.310703514494985,9.4,21.6,20.15992831,1.1561933358029988,11.36460886139962,3.541858325666973,2017-2018
PHA010128,GIRRAWEEN - WESTMEAD/ PARRAMATTA - ROSEHILL,100.0,11.9741449,20.32937496945707,9.07,47.5,15.3974136,0.6205274483310814,8.714344770566349,11.0055423594616,2017-2018
PHA010129,NORTH PARRAMATTA,100.0,12.0216467,11.698344573881055,8.63,41.1,17.38267771,0.9492024965325936,10.19682649787566,17.49271137026239,2017-2018
PHA010130,NORTH ROCKS/ NORTHMEAD/ WINSTON HILLS,0.0,9.398991857,7.3476571093348975,5.8,44.1,13.7717819,0.5951200158698671,14.044126710218167,6.476502221183073,2017-2018
PHA010131,TOONGABBIE - CONSTITUTION HILL,100.0,13.63889663,7.21097322011757,6.54,33.5,14.37125749,1.590607000443066,16.542783824440317,6.35897435897436,2017-2018
PHA010132,EPPING - NORTH EPPING/ PENNANT HILLS - CHELTENHAM,0.0,6.235340109,5.968323854950162,6.07,57.0,17.65532616,0.2413744143120829,15.017854244440835,4.699785561115082,2017-2018
PHA010133,EASTWOOD - DENISTONE/ WEST RYDE - MEADOWBANK,0.0,9.606958342,9.75112443778111,6.8,49.8,21.671518,0.340055528054581,12.757281136651429,2.7720972506248582,2017-2018
PHA010134,RYDE - HUNTERS HILL - SOUTH,0.0,10.70964695,3.4534708540966506,3.91,46.6,15.34241727,0.6845606435643564,18.38232453937966,16.6189111747851,2017-2018
PHA010135,MACQUARIE PARK - MARSFIELD,0.0,10.21374632,11.07882310207047,9.19,55.7,15.00698956,0.3966679888932962,13.531425561797752,14.418398938522778,2017-2018
PHA010136,NORTH RYDE - EAST RYDE/ RYDE - PUTNEY,0.0,11.51766041,6.850624522049452,5.51,42.3,16.01554069,0.4256820838571649,14.94288157519679,6.95364238410596,2017-2018
PHA010137,ASHCROFT - BUSBY - MILLER,0.0,27.65345925,13.77952755905512,14.7,6.1,23.90174776,5.379764495786596,11.824685933186863,0.0,2017-2018
PHA010138,GREEN VALLEY - CECIL HILLS AREA,0.0,12.29733574,9.771736342651964,7.06,15.0,18.87183026,1.2349768146115263,10.051436930772498,7.313738892686262,2017-2018
PHA010139,COBBITTY - LEPPINGTON,0.0,9.90465071,3.416037396619921,3.73,18.9,13.14724057,1.9822469095463704,9.48932720886247,0.0,2017-2018
PHA010140,HOXTON PARK - HORNINGSEA PARK,43.27917834,7.951247824,6.442988905226573,5.62,21.1,13.12291178,1.143103634206837,5.951694304253785,0.0,2017-2018
PHA010141,FAIRFIELD - SOUTH,0.0,17.73343796,15.615234375,10.72,12.0,29.32781253,1.4210265238831663,11.876560413400686,3.019784796945505,2017-2018
PHA010142,BOSSLEY PARK - ABBOTSBURY AREA,0.0,13.25528326,11.0951526032316,7.47,15.4,21.91280242,0.7461129082750704,13.3108283562711,4.997223764575236,2017-2018
PHA010143,CABRAMATTA - LANSVALE,0.0,23.51198872,25.358148646994,14.32,11.3,42.48851184,0.3255923426957476,13.03203838415106,11.487050960735171,2017-2018
PHA010144,CANLEY VALE - CANLEY HEIGHTS/ FAIRFIELD,0.0,21.98415556,21.69380062555137,13.67,13.0,35.76911474,0.6667836462537287,12.4207572226816,5.677557579003749,2017-2018
PHA010145,FAIRFIELD - WEST AREA,0.0,18.35748792,14.611295681063122,9.42,12.8,27.37455885,0.9582988681986,15.113517430158602,4.143695536190646,2017-2018
PHA010146,HORSLEY PARK - KEMPS CREEK,0.0,16.25659051,7.064364207221351,3.91,13.1,14.16861827,1.4938113529662824,17.680973734785393,9.555189456342667,2017-2018
PHA010147,CASULA/ PRESTONS - LURNEA,0.0,15.57017544,9.128847157016173,7.91,19.6,15.10627014,1.7176516112389018,10.203862660944203,4.017467248908297,2017-2018
PHA010148,HOLSWORTHY - WATTLE GROVE AREA,0.0,8.863346105,4.442298406566876,4.67,25.6,12.27046878,1.6287284144427,11.037895304117775,11.30876747141042,2017-2018
PHA010149,LIVERPOOL - WARWICK FARM,0.0,22.14328005,17.78539024164429,12.1,18.2,25.7344525,1.3622559652928417,11.57834266839006,4.855940433797345,2017-2018
PHA010150,CARINGBAH - LILLI PILLI,0.0,11.99456692,3.547854785478548,3.28,27.8,11.8385346,1.333619364296185,16.62560257096947,1.5721504772599662,2017-2018
PHA010151,CRONULLA - KURNELL - BUNDEENA,0.0,11.17824773,3.6134523908870895,3.27,28.5,8.824580207,1.4153245485602732,15.933510882542016,5.128205128205128,2017-2018
