Code,Region,Gender,AgeGroup,Number,Population,CI_Proportion_Lower,CI_Proportion_Upper,Proportion (%),Risk_Factor
PHN104,NEPEAN BLUE MOUNTAINS,Persons,75+,14332.62,17945.69,77.6,82.1,79.87,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Females,18–54,171544.0,251046.5,66.5,70.2,68.33,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Females,55–74,68467.12,92892.63,71.7,75.8,73.71,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Females,75+,22604.98,26203.16,84.1,88.4,86.27,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Males,18–54,168711.2,244933.2,67.0,70.7,68.88,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Males,55–74,66719.08,89374.39,72.5,76.8,74.65,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Males,75+,16802.13,21508.02,75.0,81.2,78.12,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Persons,18–54,340364.9,495979.7,66.8,70.5,68.62,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Persons,55–74,135226.6,182267.0,72.1,76.3,74.19,Insufficient Physical Activity
PHN105,SOUTH WESTERN SYDNEY,Persons,75+,39391.31,47711.18,80.6,84.5,82.56,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Females,18–54,84562.08,138024.6,58.9,63.7,61.27,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Females,55–74,50032.86,76040.72,63.6,68.0,65.8,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Females,75+,21494.46,25854.34,80.6,85.7,83.14,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Males,18–54,85155.66,135994.0,60.3,65.0,62.62,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Males,55–74,50126.83,73873.3,65.6,70.2,67.86,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Males,75+,16486.51,22064.62,71.2,78.2,74.72,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Persons,18–54,169782.9,274018.6,59.6,64.3,61.96,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Persons,55–74,100196.8,149914.0,64.6,69.0,66.84,Insufficient Physical Activity
PHN106,SOUTH EASTERN NSW,Persons,75+,37968.8,47918.96,76.9,81.6,79.24,Insufficient Physical Activity
PHN107,WESTERN NSW,Females,18–54,43104.22,65391.73,63.5,68.3,65.92,Insufficient Physical Activity
PHN107,WESTERN NSW,Females,55–74,23740.39,33668.64,68.2,72.9,70.51,Insufficient Physical Activity
PHN107,WESTERN NSW,Females,75+,10030.91,11669.59,83.6,88.3,85.96,Insufficient Physical Activity
PHN107,WESTERN NSW,Males,18–54,42675.19,63015.55,65.4,70.0,67.72,Insufficient Physical Activity
PHN107,WESTERN NSW,Males,55–74,24626.36,34010.07,69.9,74.9,72.41,Insufficient Physical Activity
PHN107,WESTERN NSW,Males,75+,7656.888,9817.424,74.7,81.3,77.99,Insufficient Physical Activity
PHN107,WESTERN NSW,Persons,18–54,85808.55,128407.3,64.5,69.1,66.82,Insufficient Physical Activity
PHN107,WESTERN NSW,Persons,55–74,48389.05,67678.71,69.1,73.9,71.5,Insufficient Physical Activity
PHN107,WESTERN NSW,Persons,75+,17681.91,21487.01,80.1,84.5,82.29,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Females,18–54,179488.1,283920.6,61.5,65.0,63.22,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Females,55–74,101725.5,150142.8,66.0,69.5,67.75,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Females,75+,45054.82,53696.82,81.6,86.2,83.91,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Males,18–54,177984.0,275830.5,62.8,66.2,64.53,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Males,55–74,99917.19,142852.1,67.9,72.0,69.94,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Males,75+,32915.24,43627.2,72.2,78.7,75.45,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Persons,18–54,357595.0,559751.0,62.2,65.6,63.88,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Persons,55–74,201707.0,292994.9,67.0,70.7,68.84,Insufficient Physical Activity
PHN108,HUNTER NEW ENGLAND AND CENTRAL COAST,Persons,75+,77935.38,97324.01,78.0,82.1,80.08,Insufficient Physical Activity
PHN109,NORTH COAST,Females,18–54,67944.24,107251.0,61.1,65.6,63.35,Insufficient Physical Activity
PHN109,NORTH COAST,Females,55–74,47642.23,73459.87,62.3,67.4,64.86,Insufficient Physical Activity
PHN109,NORTH COAST,Females,75+,21939.66,26310.8,80.8,86.0,83.39,Insufficient Physical Activity
PHN109,NORTH COAST,Males,18–54,65298.16,100104.5,63.1,67.3,65.23,Insufficient Physical Activity
PHN109,NORTH COAST,Males,55–74,47940.6,70909.89,65.5,69.7,67.61,Insufficient Physical Activity
PHN109,NORTH COAST,Males,75+,16719.6,22231.7,71.7,78.7,75.21,Insufficient Physical Activity
PHN109,NORTH COAST,Persons,18–54,133277.4,207355.5,62.1,66.4,64.28,Insufficient Physical Activity
PHN109,NORTH COAST,Persons,55–74,95619.35,144369.8,64.0,68.5,66.23,Insufficient Physical Activity
PHN109,NORTH COAST,Persons,75+,38646.22,48542.5,77.3,81.9,79.61,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Females,18–54,33964.35,52116.9,62.7,67.7,65.17,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Females,55–74,20057.06,28495.6,68.0,72.8,70.39,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Females,75+,8792.281,10285.85,83.1,87.9,85.48,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Males,18–54,34219.65,50864.7,64.9,69.7,67.28,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Males,55–74,20870.73,28961.71,69.5,74.6,72.06,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Males,75+,6822.046,8809.615,74.0,80.8,77.44,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Persons,18–54,68210.27,102981.6,63.8,68.7,66.24,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Persons,55–74,40946.99,57457.31,68.9,73.7,71.26,Insufficient Physical Activity
PHN110,MURRUMBIDGEE,Persons,75+,15609.78,19095.47,79.5,84.0,81.75,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Females,18–54,304034.8,507883.6,58.3,61.5,59.86,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Females,55–74,95568.65,139413.0,66.8,70.3,68.55,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Females,75+,36606.35,42874.37,83.2,87.6,85.38,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Males,18–54,307021.7,505188.8,59.2,62.3,60.77,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Males,55–74,91528.87,131028.4,68.0,71.7,69.85,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Males,75+,26322.45,33961.97,74.4,80.6,77.51,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Persons,18–54,611295.6,1013072.0,58.8,61.9,60.34,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Persons,55–74,187144.9,270441.4,67.4,71.0,69.2,Insufficient Physical Activity
PHN201,NORTH WESTERN MELBOURNE,Persons,75+,62898.28,76836.33,79.9,83.8,81.86,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Females,18–54,237754.3,392872.6,58.9,62.1,60.52,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Females,55–74,101640.5,156465.8,63.1,66.9,64.96,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Females,75+,43561.39,53055.7,79.6,84.6,82.1,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Males,18–54,236978.4,385234.0,59.9,63.1,61.52,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Males,55–74,95527.18,142829.4,65.0,68.8,66.88,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Males,75+,31722.52,43310.47,69.8,76.7,73.24,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Persons,18–54,474902.3,778106.6,59.4,62.6,61.03,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Persons,55–74,197207.9,299295.2,64.1,67.7,65.89,Insufficient Physical Activity
PHN202,EASTERN MELBOURNE,Persons,75+,75249.81,96366.17,75.9,80.3,78.09,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Females,18–54,242192.7,405641.1,58.2,61.2,59.71,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Females,55–74,97420.63,150950.5,62.7,66.3,64.54,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Females,75+,41365.35,50405.29,79.6,84.6,82.07,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Males,18–54,243909.5,398792.1,59.7,62.7,61.16,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Males,55–74,93779.48,140629.2,64.8,68.5,66.69,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Males,75+,29743.77,40451.42,70.1,76.9,73.53,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Persons,18–54,486288.9,804433.1,59.0,61.9,60.45,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Persons,55–74,191251.1,291579.7,63.9,67.3,65.59,Insufficient Physical Activity
PHN203,SOUTH EASTERN MELBOURNE,Persons,75+,71074.63,90856.71,76.1,80.4,78.23,Insufficient Physical Activity
PHN204,GIPPSLAND,Females,18–54,39352.49,59107.64,64.1,69.1,66.58,Insufficient Physical Activity
PHN204,GIPPSLAND,Females,55–74,26344.71,38148.87,66.6,71.5,69.06,Insufficient Physical Activity
PHN204,GIPPSLAND,Females,75+,10186.01,11992.33,82.4,87.5,84.94,Insufficient Physical Activity
PHN204,GIPPSLAND,Males,18–54,38718.22,56798.62,65.8,70.6,68.17,Insufficient Physical Activity
PHN204,GIPPSLAND,Males,55–74,26715.5,37295.98,69.1,74.1,71.63,Insufficient Physical Activity
PHN204,GIPPSLAND,Males,75+,8369.084,10881.26,73.5,80.4,76.91,Insufficient Physical Activity
PHN204,GIPPSLAND,Persons,18–54,78095.96,115906.3,65.0,69.8,67.38,Insufficient Physical Activity
PHN204,GIPPSLAND,Persons,55–74,53081.55,75444.85,68.0,72.8,70.36,Insufficient Physical Activity
PHN204,GIPPSLAND,Persons,75+,18552.42,22873.59,78.8,83.5,81.11,Insufficient Physical Activity
PHN205,MURRAY,Females,18–54,87846.31,134518.1,63.2,67.4,65.3,Insufficient Physical Activity
PHN205,MURRAY,Females,55–74,51535.44,74816.07,66.8,71.0,68.88,Insufficient Physical Activity
PHN205,MURRAY,Females,75+,21157.79,24871.2,82.8,87.4,85.07,Insufficient Physical Activity
PHN205,MURRAY,Males,18–54,87716.02,130744.6,65.1,69.1,67.09,Insufficient Physical Activity
PHN205,MURRAY,Males,55–74,52424.52,73845.38,68.8,73.1,70.99,Insufficient Physical Activity
PHN205,MURRAY,Males,75+,16880.05,21682.82,74.7,81.0,77.85,Insufficient Physical Activity
PHN205,MURRAY,Persons,18–54,175625.9,265262.8,64.2,68.3,66.21,Insufficient Physical Activity
PHN205,MURRAY,Persons,55–74,104002.6,148661.4,67.9,72.0,69.96,Insufficient Physical Activity
PHN205,MURRAY,Persons,75+,38029.48,46554.02,79.6,83.8,81.69,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Females,18–54,90344.2,145366.9,59.9,64.4,62.15,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Females,55–74,51609.08,77264.27,64.7,68.9,66.8,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Females,75+,21806.87,26054.59,81.2,86.2,83.7,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Males,18–54,90398.86,141660.4,61.7,65.9,63.81,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Males,55–74,50797.87,73715.94,66.9,71.0,68.91,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Males,75+,16046.41,21197.08,72.4,79.1,75.7,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Persons,18–54,180809.5,287027.3,60.8,65.1,62.99,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Persons,55–74,102440.2,150980.2,65.8,69.9,67.85,Insufficient Physical Activity
PHN206,WESTERN VICTORIA,Persons,75+,37837.14,47251.67,77.9,82.3,80.08,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Females,18–54,165697.7,266869.6,59.8,64.4,62.09,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Females,55–74,64254.9,95305.79,64.9,70.0,67.42,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Females,75+,24530.16,29077.86,81.9,86.9,84.36,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Males,18–54,162433.3,259772.0,60.3,64.7,62.53,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Males,55–74,61862.43,89289.27,67.0,71.6,69.28,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Males,75+,17754.3,23222.16,73.0,79.9,76.45,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Persons,18–54,328234.0,526641.6,60.1,64.6,62.33,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Persons,55–74,126151.0,184595.1,66.0,70.7,68.34,Insufficient Physical Activity
PHN301,BRISBANE NORTH,Persons,75+,42264.65,52300.02,78.5,83.1,80.81,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Females,18–54,200762.1,302712.6,64.2,68.4,66.32,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Females,55–74,74837.93,105533.9,68.6,73.2,70.91,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Females,75+,25027.82,29106.88,83.7,88.3,85.99,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Males,18–54,199461.5,296940.5,65.1,69.2,67.17,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Males,55–74,72366.57,99803.99,70.4,74.7,72.51,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Males,75+,18597.35,23692.88,75.3,81.7,78.49,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Persons,18–54,400363.2,599653.2,64.7,68.9,66.77,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Persons,55–74,147245.5,205337.9,69.6,73.9,71.71,Insufficient Physical Activity
PHN302,BRISBANE SOUTH,Persons,75+,43607.64,52799.75,80.5,84.7,82.59,Insufficient Physical Activity
PHN303,GOLD COAST,Females,18–54,96392.51,155019.2,59.1,65.2,62.18,Insufficient Physical Activity
PHN303,GOLD COAST,Females,55–74,42207.01,64973.2,61.6,68.3,64.96,Insufficient Physical Activity
PHN303,GOLD COAST,Females,75+,16376.21,19754.68,79.9,85.9,82.9,Insufficient Physical Activity
PHN303,GOLD COAST,Males,18–54,92652.32,146293.2,60.4,66.3,63.33,Insufficient Physical Activity
PHN303,GOLD COAST,Males,55–74,40182.36,59726.04,64.3,70.2,67.28,Insufficient Physical Activity
PHN303,GOLD COAST,Males,75+,12649.87,17001.58,70.4,78.4,74.4,Insufficient Physical Activity
PHN303,GOLD COAST,Persons,18–54,189094.5,301312.4,59.7,65.8,62.76,Insufficient Physical Activity
PHN303,GOLD COAST,Persons,55–74,82408.97,124699.2,63.0,69.2,66.09,Insufficient Physical Activity
PHN303,GOLD COAST,Persons,75+,29017.31,36756.26,76.1,81.8,78.94,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Females,18–54,94978.05,134794.4,68.5,72.4,70.46,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Females,55–74,43204.76,58158.76,72.3,76.3,74.29,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Females,75+,15325.67,17521.23,85.4,89.5,87.47,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Males,18–54,92565.74,129554.7,69.5,73.4,71.45,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Males,55–74,43481.45,57278.17,73.9,78.0,75.91,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Males,75+,12054.68,15017.62,77.3,83.3,80.27,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Persons,18–54,187599.8,264349.2,69.0,72.9,70.97,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Persons,55–74,86719.36,115436.9,73.2,77.1,75.12,Insufficient Physical Activity
PHN304,DARLING DOWNS AND WEST MORETON,Persons,75+,27373.34,32538.85,82.2,86.1,84.12,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Females,18–54,6311.792,9026.893,65.9,73.9,69.92,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Females,55–74,2165.893,2831.063,72.8,80.2,76.5,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Females,75+,606.7,684.34,85.3,92.0,88.66,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Males,18–54,6697.774,9333.07,67.9,75.6,71.76,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Males,55–74,2552.7,3336.162,72.9,80.1,76.52,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Males,75+,524.967,638.425,77.8,86.7,82.23,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Persons,18–54,13016.33,18359.96,67.0,74.8,70.9,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Persons,55–74,4722.333,6167.225,73.1,80.0,76.57,Insufficient Physical Activity
PHN305,WESTERN QUEENSLAND,Persons,75+,1131.655,1322.765,82.4,88.7,85.55,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Females,18–54,129682.3,188879.2,66.6,70.7,68.66,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Females,55–74,75155.55,106564.9,68.2,72.9,70.53,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Females,75+,28405.72,33129.59,83.5,88.0,85.74,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Males,18–54,126535.6,180099.1,68.3,72.2,70.26,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Males,55–74,75604.1,103375.3,71.2,75.1,73.14,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Males,75+,23294.24,29710.13,75.3,81.5,78.4,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Persons,18–54,256295.2,368978.3,67.5,71.5,69.46,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Persons,55–74,150817.1,209940.3,69.8,73.9,71.84,Insufficient Physical Activity
PHN306,CENTRAL QUEENSLAND AND SUNSHINE COAST,Persons,75+,51692.25,62839.73,80.2,84.4,82.26,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Females,18–54,107061.9,159643.9,64.9,69.3,67.06,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Females,55–74,46754.18,65491.83,69.2,73.6,71.39,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Females,75+,14630.35,16889.8,84.4,88.8,86.62,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Males,18–54,105895.8,154873.6,66.3,70.5,68.38,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Males,55–74,49951.45,68174.7,71.2,75.4,73.27,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Males,75+,12177.75,15210.54,77.0,83.1,80.06,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Persons,18–54,213029.5,314517.5,65.6,69.9,67.73,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Persons,55–74,96757.65,133666.5,70.3,74.5,72.39,Insufficient Physical Activity
PHN307,NORTHERN QUEENSLAND,Persons,75+,26805.13,32100.34,81.5,85.5,83.5,Insufficient Physical Activity
PHN401,ADELAIDE,Females,18–54,192693.3,304899.1,61.6,64.8,63.2,Insufficient Physical Activity
PHN401,ADELAIDE,Females,55–74,89116.23,133256.2,64.9,68.8,66.88,Insufficient Physical Activity
PHN401,ADELAIDE,Females,75+,39682.12,47466.9,81.2,86.0,83.6,Insufficient Physical Activity
PHN401,ADELAIDE,Males,18–54,193603.3,302148.6,62.6,65.6,64.08,Insufficient Physical Activity
PHN401,ADELAIDE,Males,55–74,83733.52,121422.9,67.2,70.7,68.96,Insufficient Physical Activity
PHN401,ADELAIDE,Males,75+,27583.54,36714.13,71.9,78.4,75.13,Insufficient Physical Activity
PHN401,ADELAIDE,Persons,18–54,386442.6,607047.8,62.1,65.2,63.66,Insufficient Physical Activity
PHN401,ADELAIDE,Persons,55–74,172885.0,254679.0,66.2,69.6,67.88,Insufficient Physical Activity
PHN401,ADELAIDE,Persons,75+,67227.27,84181.03,77.8,81.9,79.86,Insufficient Physical Activity
PHN402,COUNTRY SA,Females,18–54,68749.4,101560.9,65.8,69.6,67.69,Insufficient Physical Activity
PHN402,COUNTRY SA,Females,55–74,43509.95,61987.35,68.2,72.2,70.19,Insufficient Physical Activity
PHN402,COUNTRY SA,Females,75+,16709.75,19578.45,83.1,87.6,85.35,Insufficient Physical Activity
PHN402,COUNTRY SA,Males,18–54,69255.6,100385.2,67.2,70.8,68.99,Insufficient Physical Activity
PHN402,COUNTRY SA,Males,55–74,44889.45,62015.49,70.4,74.3,72.38,Insufficient Physical Activity
PHN402,COUNTRY SA,Males,75+,13603.58,17449.82,74.8,81.1,77.96,Insufficient Physical Activity
PHN402,COUNTRY SA,Persons,18–54,138058.1,201946.0,66.5,70.2,68.36,Insufficient Physical Activity
PHN402,COUNTRY SA,Persons,55–74,88438.91,124002.8,69.4,73.2,71.32,Insufficient Physical Activity
PHN402,COUNTRY SA,Persons,75+,30308.24,37028.27,79.8,83.9,81.85,Insufficient Physical Activity
PHN501,PERTH NORTH,Females,18–54,165067.9,277861.8,57.8,61.0,59.41,Insufficient Physical Activity
PHN501,PERTH NORTH,Females,55–74,64244.38,101509.5,61.1,65.5,63.29,Insufficient Physical Activity
PHN501,PERTH NORTH,Females,75+,25081.31,30774.7,78.9,84.1,81.5,Insufficient Physical Activity
PHN501,PERTH NORTH,Males,18–54,166522.1,276327.4,58.7,61.9,60.26,Insufficient Physical Activity
PHN501,PERTH NORTH,Males,55–74,62940.76,96964.51,63.1,66.7,64.91,Insufficient Physical Activity
PHN501,PERTH NORTH,Males,75+,17960.66,24733.6,69.1,76.1,72.62,Insufficient Physical Activity
PHN501,PERTH NORTH,Persons,18–54,331718.8,554189.2,58.3,61.4,59.86,Insufficient Physical Activity
